餐廳名稱,Ranking,評論數,餐廳類型,餐廳區域,電話,地址
大地酒店,4.3,"2,323",溫泉酒店,台北市北投區,02 5551 8888,112台北市北投區奇岩路1號
鬍鬚張魯肉飯(北投光明店),3.9,370,台灣菜,台北市北投區,02 2893 0717,11246台北市北投區光明路210號
甕中傳奇,3.7,493,餐廳,台北市北投區,02 2820 1468,112台北市北投區石牌路二段75巷6號
盧卡漢堡 Lucas Burger,4.0,81,早午餐,台北市北投區,02 2822 8487,112台北市北投區西安街二段87號
紫竹林素食,4.1,34,素食料理,台北市北投區,02 2822 3816,112台北市北投區石牌路二段99巷7號
匠亭 咖哩,4.6,139,日式咖哩,台北市北投區,0926 831 501,112台北市北投區石牌路二段68巷2號號 1 樓
傑克牛排 Jacksteak,3.9,955,牛扒,台北市北投區,02 2821 2829,112台北市北投區裕民一路29號
味興*炒飯麵粥蚵仔煎小菜,4.0,150,餐廳,台北市北投區,02 2826 2108,112台北市北投區裕民二路14號
熱海大飯店-熱海廳,3.5,51,餐廳,台北市北投區,02 2891 5161,112台北市北投區光明路258號
北投老爺酒店,4.3,"1,896",溫泉酒店,台北市北投區,02 2896 9777,112台北市北投區中和街二號
瓦城泰國料理 - 天母店,4.1,681,泰國菜,台北市北投區,02 2871 5500,111台北市北投區天母西路111號
Spring City Resort 春天酒店,3.9,"3,471",餐廳,台北市北投區,02 2897 5555,112台北市北投區幽雅路18號
二姐鐵板燒,3.5,244,鐵板燒,台北市北投區,02 2823 9053,112台北市北投區明德路108號
樺雲莊 素食,4.2,412,素食料理,台北市北投區,02 2995 3119,"No. 17, No. 112裕民三路北投區台北市"
米粉湯,4.3,146,餐廳,台北市北投區,NA,112台北市北投區裕民一路40巷3號
拉亞漢堡 北市石牌,3.5,54,早午餐,台北市北投區,02 2828 9960,112台北市北投區石牌路二段90巷32號
满来温泉拉麵 man-lai,3.8,"2,822",拉麵,台北市北投區,02 2894 9588,112台北市北投區中山路1-8號
呷乎飽咖哩飯（原昕咖哩）,3.9,56,日式咖哩,台北市北投區,02 2828 9811,112台北市北投區立農街二段282號
小木屋鬆餅石牌店,4.0,103,煎餅,台北市北投區,02 2828 8020,112台北市北投區石牌路一段140號
Laku 餐廳 - 山水樂會館,3.8,16,餐廳,台北市北投區,NA,112台北市北投區中和街20巷6號
林記士林大鼎肉羹,4.4,78,餐廳,台北市北投區,02 2820 9580,112台北市北投區裕民三路27號號
樂山窄巷拉麵,4.1,"1,191",拉麵,台北市北投區,02 2892 6265,112台北市北投區大同街27號
新婦海南雞飯,3.7,276,餐廳,台北市北投區,02 2891 2766,112台北市北投區光明路137號
兩披索靚鍋石牌東華店,4.1,157,餐廳,台北市北投區,02 2821 7307,112台北市北投區東華街二段84號
彈芽麵,4.0,"2,035",麵店,台北市北投區,02 2828 7028,112台北市北投區裕民一路40巷15號
吳家牛肉麵,4.0,"3,764",中式麵食,台北市北投區,02 2892 3686,112台北市北投區中央北路一段224號
豪記東山鴨頭,4.0,70,餐廳,台北市北投區,0932 653 909,112台北市北投區裕民一路7號
欲罷不能鹽水雞,4.1,120,餐廳,台北市北投區,NA,112台北市北投區石牌路二段68巷
蕭家牛肉麵,3.9,"1,058",中式麵食,台北市北投區,02 2823 0869,112台北市北投區自強街141巷1號
湖山小鎮溫泉餐廳,3.4,124,餐廳,台北市北投區,02 2861 6677,112台北市北投區湖山路二段41號
大嘴巴牛排,4.0,685,美式扒房,台北市北投區,02 2822 2518,112台北市北投區裕民一路18號
名傳鵝肉,3.5,541,餐廳,台北市北投區,02 2826 1401,112台北市北投區石牌路二段183號
三六九素食點心之家369素包子,4.3,71,素食料理,台北市北投區,02 2821 4864,112台北市北投區裕民一路16號
麥當勞-台北石牌店,3.8,"1,673",快餐,台北市北投區,02 2820 1362,112台北市北投區石牌路二段126號
吉豚屋石牌店,3.6,313,日式炸豬扒餐廳,台北市北投區,NA,112台北市北投區石牌路二段19號
北藝大學生餐廳,3.7,7,餐廳,台北市北投區,NA,112台北市北投區學園路83號
肯德基 KFC - 北投光明餐廳,3.6,536,快餐,台北市北投區,02 412 8000,112台北市北投區光明路225號
志明牛肉拉麵 北投總店,4.0,"3,159",中式麵食,台北市北投區,02 2892 9758,112台北市北投區中央北路一段228巷3號
美麗早午餐,4.1,87,早餐,台北市北投區,02 2821 0210,112台北市北投區西安街一段285號
簡記排骨酥麵,3.9,760,麵店,台北市北投區,02 2896 1119,112台北市北投區新市街47號
麵線張大腸麵線,5.0,1,中國菜,台北市北投區,NA,112台北市北投區裕民一路3號
山東姥姥麵食,3.9,610,中式麵食,台北市北投區,02 2820 6627,112台北市北投區石牌路一段71巷3弄2號
素食攤子 壽司 早上開始,4.0,1,素食料理,台北市北投區,NA,112台北市北投區石牌路二段14號
春天酒店竹林亭和風料理廳,3.6,93,日本菜,台北市北投區,02 2892 4546#25,112台北市北投區幽雅路18號2樓
大馬香咖哩煲,3.7,211,餐廳,台北市北投區,02 2820 0010,112台北市北投區石牌路二段86號
阿凱士林香腸切仔麵,4.4,105,麵店,台北市北投區,NA,112台北市北投區自強街139號
紗帽谷溫泉餐廳,3.4,234,餐廳,台北市北投區,02 2862 6199,112台北市北投區紗帽路42號1樓
雞跩哥狂野韓式炸雞石牌店,4.1,40,韓國菜,台北市北投區,02 2823 7759,112台北市北投區石牌路二段68巷26號
早起鳥早餐店,4.2,393,早餐,台北市北投區,02 2822 5211,112台北市北投區懷德街37號
N° Café,4.2,396,咖啡廳,台北市北投區,02 2896 1126,112台北市北投區育仁路18號
吳記排骨酥 石牌店(北投推薦小吃、人氣美食、必吃料理,3.7,84,熟食店,台北市北投區,0902 136 112,112台北市北投區裕民一路15號
爭鮮迴轉壽司-石牌店,3.8,"1,051",壽司,台北市北投區,02 2821 2418,112台北市北投區石牌路二段21號
御珍家包子,4.0,173,中式包點店,台北市北投區,02 2827 5959,112台北市北投區振華街34號
行天宮素食冬粉油飯 (週四),5.0,3,素食料理,台北市北投區,0926 800 835,112台北市北投區石牌路二段16號
粥師傅廣東粥石牌店,3.7,18,中國菜,台北市北投區,NA,112台北市北投區裕民一路30號
關西屋關西煮,4.8,8,餐廳,台北市北投區,NA,112台北市北投區裕民一路30號
花枝焿/魷魚焿麵,3.5,2,餐廳,台北市北投區,NA,112台北市北投區東華街一段548號
香港長旺燒臘店,3.3,120,粵式點心,台北市北投區,02 2822 6163,112台北市北投區實踐街20號
阿財鍋貼水餃專賣店,3.7,"3,968",餃子,台北市北投區,02 2826 2424,112台北市北投區裕民一路40巷5號
客家手工麻糬(可素食),1.0,1,餐廳,台北市北投區,0975 369 868,11267台北市北投區石牌路二段66號
吉得堡漢堡,4.1,7,餐廳,台北市北投區,02 2823 5043,112台北市北投區致遠二路81號
吉野家 石牌店,3.2,462,牛丼餐廳,台北市北投區,02 2826 3598,112台北市北投區石牌路二段79號
21金火鍋台北榮總店,3.8,637,火鍋,台北市北投區,02 2828 9759,112台北市北投區裕民一路17號
無明油飯,4.3,4,餐廳,台北市北投區,NA,112台北市北投區裕民二路2號
生魚片壽司,4.0,221,餐廳,台北市北投區,02 2823 3222,112台北市北投區東華街二段100號
新北投麻辣,4.2,290,熟食店,台北市北投區,NA,112台北市北投區泉源路10號
Slipper Cafe 拖鞋咖啡,4.4,224,咖啡店,台北市北投區,02 2898 4520,112台北市北投區大同街15號
1975 Antique’s Cafe Tea Room,4.5,282,咖啡店,台北市北投區,02 2897 6885,112台北市北投區大業路719號之1號
好日子咖啡,4.4,611,咖啡廳,台北市北投區,02 2821 8131,112台北市北投區立農街二段293號
雲鼎阿二麻辣食堂石牌店,3.6,"3,033",小餐館 (Bistro),台北市北投區,02 2823 2828,112台北市北投區石牌路二段77號
Dolly Coffee 多莉咖啡,4.6,201,咖啡店,台北市北投區,02 2828 0281,112台北市北投區承德路七段188巷28號
穠咖啡 Nongcoffeeroaster,4.6,183,咖啡廳,台北市北投區,02 2828 6210,112台北市北投區明德路146號
豆花林,4.4,"1,112",點心,台北市北投區,02 2820 8811,112台北市北投區裕民一路49號1樓
北方水餃,3.5,141,餃子,台北市北投區,02 2825 1101,112台北市北投區裕民一路22號
北投公園,4.3,"12,797",城市公園,台北市北投區,NA,112台北市北投區光明路中山路
A N G L E II,4.3,160,咖啡廳,台北市北投區,02 2826 1870,112台北市北投區榮華三路36號1 樓
國立臺北藝術大學,4.5,974,公立大學,台北市北投區,02 2896 1000,112台北市北投區學園路1號
台北北投雅樂軒酒店,4.2,"1,339",酒店,台北市北投區,02 7701 1788,11268台北市北投區大業路300巷1號
水某小卷米粉,4.5,515,熟食店,台北市北投區,0933 007 337,112台北市北投區中央北路二段107號
水都溫泉會館,3.4,839,餐廳,台北市北投區,02 2897 9060,112台北市北投區光明路283號
紗帽山溫泉,4.0,85,溫泉,台北市北投區,02 2876 4487,112台北市北投區行義路269號
華港城婚宴會館,3.6,"1,098",婚禮場地,台北市北投區,02 2826 3366,112台北市北投區承德路七段141號
陽明大學學生餐廳,4.0,137,學校午餐中心,台北市北投區,02 2823 3980,"號, No. 155立農街二段北投區台北市112"
二号出口咖啡廳,3.1,178,咖啡廳,台北市北投區,02 2821 8127,112台北市北投區西安街一段345號
美德耐商場-振興醫院,3.8,20,美食廣場,台北市北投區,02 2733 8930,11220台北市北投區振興街45號第一大樓振興醫院B1樓
水龜伯古早味,4.2,"5,296",冰品飲料店,台北市北投區,02 2827 4788,112台北市北投區石牌路二段75巷8號
小六茶舖,3.0,25,咖啡廳,台北市北投區,02 2893 5336,112台北市北投區幽雅路34號
老眷村北方點心,4.1,47,西點,台北市北投區,0963 037 600,112台北市北投區石牌路二段75巷3號
臺北市政府環境保護局北投垃圾焚化廠,4.2,83,焚化廠,台北市北投區,02 2836 0050,112台北市北投區洲美街271號
南豐天玥泉會館,4.1,"2,576",溫泉酒店,台北市北投區,02 2898 8661,112台北市北投區中山路3號
漢奇肉羹店,4.1,"1,403",熟食店,台北市北投區,02 2898 4146,112台北市北投區光明路48號
雙喜湯屋,4.6,39,景點,台北市北投區,02 2893 5336,112台北市北投區幽雅路34號
水美溫泉會館,4.0,"2,165",溫泉酒店,台北市北投區,02 2898 3838,112台北市北投區光明路224號
王哥手擀刀切麵,3.0,290,中式麵食,台北市北投區,NA,112台北市北投區裕民一路40巷11號
新埔鐵板燒(石牌總店),2.2,158,鐵板燒,台北市北投區,02 2828 6563,112台北市北投區裕民一路26號
陳家剉冰,4.3,"1,108",甜品店,台北市北投區,02 2897 2858,112台北市北投區新市街22之1號
北投焚化爐景觀台,4.1,618,觀景台,台北市北投區,02 2836 0050,112台北市北投區洲美街271號號
台北捷運北投會館,4.3,390,社區中心,台北市北投區,02 2893 0105,11268台北市北投區大業路527巷88號
丹堤咖啡,3.7,787,咖啡廳,台北市北投區,02 2823 4918,112台北市北投區石牌路二段6號
STARBUCKS 星巴克 (光明門市),4.0,516,咖啡廳,台北市北投區,02 2898 1051,112台北市北投區光明路218-4號
新北投,4.3,375,地鐵站,台北市北投區,NA,112台北市北投區大業路700號
北投市場,4.0,"4,883",傳統市場,台北市北投區,02 2891 0434,112台北市北投區新市街30號
矮仔財滷肉飯,4.0,"1,954",熟食店,台北市北投區,0932 386 789,112台北市北投區新市街30號436號攤位
關渡宮,4.6,"2,335",寺廟,台北市北投區,02 2858 1281,112台北市北投區知行路360號
臺北市立圖書館 北投分館,4.5,"2,030",公共圖書館,台北市北投區,02 2897 7682,112台北市北投區光明路251號
北投溫泉博物館,4.4,"5,689",當地歷史博物館,台北市北投區,02 2893 9981,112台北市北投區中山路2號
櫻崗溫泉會館,3.7,870,溫泉酒店,台北市北投區,02 2871 8965,112台北市北投區行義路300巷3號
高記茶莊,4.4,"1,983",冰品飲料店,台北市北投區,02 2896 3568,112台北市北投區清江路25巷54號
水都溫泉拉麵,2.4,33,拉麵,台北市北投區,02 2897 9060,112台北市北投區光明路283號
瘋酒屋/瘋Food/內湖美食/內湖居酒屋 /內湖燒烤/內湖resturants/內湖餐廳/內湖捷運站美食,4.2,199,日本菜,台北市內湖區,02 2795 5700,114台北市內湖區金湖路32號
飯BAR 內湖旗艦店,4.3,"2,209",中國菜,台北市內湖區,02 2799 5199,114台北市內湖區內湖路一段360巷2號
象園咖啡Elephant garden 內湖店,4.3,"3,997",餐廳,台北市內湖區,02 2792 6080,114台北市內湖區內湖路二段192號
MOUNTAIN FUSION,4.3,"1,289",多元風味料理,台北市內湖區,02 8751 3572,114台北市內湖區洲子街116號
蒸霸王東湖店 東湖創始店/內湖蒸氣火鍋/東湖美食/內湖美食/內湖海鮮塔推薦/內湖海鮮餐廳推薦/內湖蒸氣海鮮推薦,4.8,"3,446",海鮮,台北市內湖區,02 2631 0025,"樓號, No. 13號1康寧路三段內湖區台北市114"
CaLACaLA義大利廚房內湖店,4.1,"1,184",意大利菜,台北市內湖區,02 8752 3208,114台北市內湖區陽光街240號
gonna 共樂遊 - 內湖旗艦店,4.5,"1,860",健康食品,台北市內湖區,02 8793 9663,114台北市內湖區石潭路145號1樓
十五郎滑雪食堂 台北內湖店（開放內用中）,4.7,440,餐廳,台北市內湖區,02 2797 0456,114台北市內湖區內湖路一段70號1樓
大湖餐館 內湖,4.2,826,中國菜,台北市內湖區,02 2627 0675,114台北市內湖區內湖路二段103巷76號
Miacucina內湖,4.1,"1,720",意大利菜,台北市內湖區,02 2659 3918,114台北市內湖區瑞光路601號
六品小館內湖店,4.1,868,闔家皆宜料理,台北市內湖區,02 8752 5106,114台北市內湖區瑞光路421號
輪流請客 x GLAMAIR 韓式餐廳 內湖店,4.3,"1,819",韓國菜,台北市內湖區,02 8751 8791,11492台北市內湖區瑞光路589號
澄食小人屋🐠🐟湖光店🐠🐟台北日本料理 台北丼飯/內湖美食/內湖餐廳/內湖日本料理/內湖生魚片/內湖日本料理/內湖壽司/內湖外送美食,4.4,956,日本菜,台北市內湖區,02 2794 3699,114台北市內湖區成功路四段41巷1號
Marcus老倉庫內湖店,4.0,"1,961",現代美式料理,台北市內湖區,02 2658 1777,114台北市內湖區瑞光路583巷25號1樓
廚子市場 Le Marché de Cuistot,4.2,510,法式餐廳,台北市內湖區,02 2659 8590,114台北市內湖區基湖路3巷11號
沐對(MoonDay)義式小廚房-內湖聚餐推薦|慶生餐廳|cp餐廳|推薦義式餐廳|約會餐廳|必吃美食,4.7,740,意大利菜,台北市內湖區,02 2631 2626,114台北市內湖區民權東路六段296巷36號
TiMAMA Deli & Cafe,4.3,360,餐廳,台北市內湖區,02 8797 4679,114台北市內湖區江南街71巷16弄32號
蒔蘿餐廳 at 大湖公園,4.3,"2,022",餐廳,台北市內湖區,02 2791 3281,114台北市內湖區成功路五段31號
FACILE 法斯樂,4.6,238,現代歐洲料理,台北市內湖區,0983 853 916,114台北市內湖區星雲街171號
小內湖-懶人私廚,4.6,158,早午餐,台北市內湖區,0972 429 942,11455台北市內湖區金龍路64-1號
沐對(MoonDay)義式小廚房-內湖聚餐推薦|慶生餐廳|cp餐廳|推薦義式餐廳|約會餐廳|必吃美食,4.7,740,意大利菜,台北市內湖區,02 2631 2626,114台北市內湖區民權東路六段296巷36號
TiMAMA Deli & Cafe,4.3,360,餐廳,台北市內湖區,02 8797 4679,114台北市內湖區江南街71巷16弄32號
蒔蘿餐廳 at 大湖公園,4.3,"2,022",餐廳,台北市內湖區,02 2791 3281,114台北市內湖區成功路五段31號
FACILE 法斯樂,4.6,238,現代歐洲料理,台北市內湖區,0983 853 916,114台北市內湖區星雲街171號
小內湖-懶人私廚,4.6,158,早午餐,台北市內湖區,0972 429 942,11455台北市內湖區金龍路64-1號
2018搞食堂 內湖熱炒/庭院式燒烤/內湖餐廳推薦/內湖美食/葫洲站餐廳,4.2,132,餐廳,台北市內湖區,02 2631 5679,114台北市內湖區康寧路三段11巷12號
